season,week,n_contestants_rank,rho_rank,p_value_rank,n_contestants_share,rho_share,p_value_share,diff
30,1,15,0.6475860093678134,0.009049124128188046,15,0.6749999999999999,0.00576349921805083,0.027413990632186525
30,2,15,0.8035955237342762,0.00030703923050769507,15,0.914285714285714,1.853112130892652e-06,0.1106901905514378
30,3,14,0.6754679554946562,0.008021707338133049,14,0.8549450549450549,9.766040002967738e-05,0.1794770994503987
30,4,13,0.7757916555118286,0.0018272096953674687,13,0.9230769230769231,6.851685949643363e-06,0.14728526756509452
30,5,11,0.5229577884350213,0.09881323107930529,11,0.7272727272727273,0.011204967253592057,0.20431493883770602
30,6,10,0.9030303030303028,0.00034361219776328223,10,0.8666666666666665,0.0011735381801554687,-0.036363636363636376
30,7,9,0.39999999999999997,0.2861051019083129,9,0.65,0.05807305801714865,0.25000000000000006
30,8,8,0.28571428571428575,0.4927262450169573,8,0.5714285714285715,0.1389599571607067,0.28571428571428575
30,9,6,0.8857142857142858,0.01884548104956266,6,0.7714285714285715,0.07239650145772594,-0.11428571428571432
30,10,4,1.0,0.0,4,0.39999999999999997,0.6,-0.6000000000000001
31,1,16,0.8321069407139406,6.388988338893158e-05,16,0.8676470588235294,1.334868129916698e-05,0.03554011810958879
31,2,15,0.9588566326551051,1.7511784370466296e-08,15,0.9571428571428571,2.2736751556259742e-08,-0.0017137755122480502
31,3,14,0.853685885120282,0.00010256478736492329,14,0.8725274725274725,4.680621207250762e-05,0.018841587407190552
31,4,13,0.7582417582417583,0.0026660786121372876,13,0.8461538461538461,0.00026601205575225274,0.08791208791208782
31,5,12,0.7775843798555644,0.002910172312861291,12,0.9440559440559443,3.927261080965945e-06,0.1664715642003799
31,6,10,0.9422535927041001,4.535869822711168e-05,10,0.9393939393939393,5.484052998513666e-05,-0.0028596533101608035
31,7,9,0.7666666666666667,0.01594401657897401,9,0.8333333333333333,0.005265691029161747,0.06666666666666654
31,8,8,0.9036800488347748,0.0020757515937733376,8,0.9285714285714287,0.0008629681828999769,0.024891379736653896
31,9,6,0.9276336570439174,0.007665844187473182,6,0.942857142857143,0.0048046647230320545,0.015223485813225524
31,10,4,0.7999999999999999,0.20000000000000007,4,0.7999999999999999,0.20000000000000007,0.0
32,1,14,0.8162821221124347,0.00036897040246682477,14,0.8153846153846154,0.00037913223820058216,-0.0008975067278192972
32,2,13,0.8406593406593407,0.00031907124069371434,13,0.9065934065934067,1.9296152005272254e-05,0.06593406593406603
32,3,12,0.9119944456891783,3.581059733458874e-05,12,0.9580419580419581,9.543581826838402e-07,0.04604751235277982
32,4,11,0.7836011218345129,0.0043229900186627,11,0.8909090909090911,0.0002334581703787316,0.10730796907457818
32,5,10,0.7659609850368815,0.00978703990340832,10,0.8787878787878788,0.0008138621117322101,0.1128268937509973
32,6,9,0.8512565307587486,0.0036019340745684874,9,0.9166666666666666,0.0005066190663052084,0.065410135907918
32,7,8,0.7857142857142858,0.020815127253525276,8,0.9285714285714287,0.0008629681828999769,0.1428571428571429
32,8,7,0.5273599014036483,0.22383660085324794,7,0.7857142857142859,0.03623846267982713,0.2583543843106376
32,9,6,0.898645105261295,0.014888622005580344,6,0.942857142857143,0.0048046647230320545,0.04421203759584791
32,10,5,0.46169025843831935,0.43376615616902786,5,0.6,0.28475697986529375,0.13830974156168063
32,11,5,0.8999999999999998,0.03738607346849874,5,0.7,0.1881204043741873,-0.19999999999999984
33,1,13,0.8275869941378243,0.00047938393751189223,13,0.8650170564347366,0.00013457711420810734,0.03743006229691226
33,2,13,0.9141309310574838,1.2329674644558529e-05,13,0.9434491733171197,1.312773375364647e-06,0.029318242259635974
33,3,11,0.8154918651649874,0.0022162916546952394,11,0.961278120390013,2.4488608545989222e-06,0.14578625522502564
33,4,9,0.75,0.019942126131992522,9,0.7999999999999999,0.00962792472537983,0.04999999999999993
33,5,8,0.7857142857142858,0.020815127253525276,8,0.8571428571428572,0.006530017254715292,0.0714285714285714
33,6,7,0.3243374865704013,0.47788547973993134,7,0.5357142857142858,0.21521745567801273,0.21137679914388452
33,7,6,0.5428571428571429,0.26570262390670557,6,0.5428571428571429,0.26570262390670557,0.0
33,8,5,0.6668859288553503,0.21889398131323154,5,0.7,0.1881204043741873,0.033114071144649704
33,9,5,0.19999999999999998,0.747060078104662,5,0.19999999999999998,0.747060078104662,0.0
34,1,14,0.6299559471365639,0.01575322375174501,14,0.7656770309841704,0.0014116277732486064,0.1357210838476065
34,2,14,0.7348739320365314,0.0027530468238452046,14,0.8580863278270876,8.625120340715158e-05,0.1232123957905562
34,3,12,0.7482517482517484,0.005124081698753058,12,0.8881118881118882,0.00011413359814618011,0.1398601398601398
34,4,11,0.6818181818181819,0.020842853610945056,11,0.8909090909090911,0.0002334581703787316,0.20909090909090922
34,5,10,0.8666666666666665,0.0011735381801554687,10,0.8666666666666665,0.0011735381801554687,0.0
34,6,10,0.7454545454545454,0.013330146315440047,10,0.9151515151515152,0.0002044724061488323,0.1696969696969698
34,7,9,0.8451956828432803,0.004116597419302819,9,0.9666666666666667,2.155031274835775e-05,0.12147098382338639
34,8,8,0.8383383833392812,0.009323115735056061,8,0.9523809523809524,0.00026040002438725105,0.1140425690416712
34,9,7,0.7500000000000002,0.05218140045705776,7,0.9285714285714288,0.0025194724037946874,0.1785714285714286
34,10,6,0.7714285714285715,0.07239650145772594,6,1.0,0.0,0.22857142857142854
34,11,5,0.8999999999999998,0.03738607346849874,5,0.9999999999999999,1.4042654220543672e-24,0.10000000000000009
